"FROTA";"ANO";"MES";"LAT";"LON";"EFF";"LAGE";"BRANCA";"BANDOLIM"
"BRA-ESP";2002;2;15;25;37890;0;0;0
"BRA-ESP";2002;2;20;25;13600;0;0;0
"BRA-ESP";2002;3;0;20;21545;0;0;0
"BRA-ESP";2002;3;0;25;9950;0;0;0
"BRA-ESP";2002;3;0;30;4458;67,8;0;0
"BRA-ESP";2002;3;5;25;1000;0;0;0
"BRA-ESP";2002;3;10;25;3770;0;0;0
"BRA-ESP";2002;3;15;25;12215;0;0;0
"BRA-ESP";2002;4;0;20;12000;0;0;0
"BRA-ESP";2002;4;0;25;7560;0;0;0
"BRA-ESP";2002;4;0;30;1900;0;0;0
"BRA-ESP";2002;4;0;35;15757;0;265,55;0
"BRA-ESP";2002;4;5;25;2000;0;0;0
"BRA-ESP";2002;4;10;30;9667;0;0;0
"BRA-ESP";2002;4;15;25;8817;0;0;0
"BRA-ESP";2002;4;15;30;8528;0;0;0
"BRA-ESP";2002;5;10;30;6850;0;0;0
"BRA-ESP";2002;5;15;25;42430;384,2;0;141,25
"BRA-ESP";2002;5;15;30;38640;2169,6;0;1116,44
"BRA-ESP";2002;6;10;25;4695;0;0;0
"BRA-ESP";2002;6;10;30;25790;440,7;0;263,29
"BRA-ESP";2002;6;15;25;15523;1997,84;90,4;2813,7
"BRA-ESP";2002;6;15;30;13967;2047,56;67,8;2904,1
"BRA-ESP";2002;6;15;35;3050;1663,36;0;1331,14
"BRA-ESP";2002;7;0;30;866;0;0;0
"BRA-ESP";2002;7;0;35;3716;0;0;0
"BRA-ESP";2002;7;15;35;7320;2949,3;237,3;1578,61
"BRA-ESP";2002;8;0;25;21400;0;0;0
"BRA-ESP";2002;8;0;35;2282;0;0;0
"BRA-ESP";2002;8;15;40;1100;954,85;90,4;0
"BRA-ESP";2002;8;20;45;1020;254,25;649,75;0
"BRA-ESP";2002;8;25;40;4600;2037,39;1609,12;88,14
"BRA-ESP";2002;8;25;45;2200;263,29;1372,95;0
"BRA-ESP";2002;9;0;25;21661;0;0;0
"BRA-ESP";2002;9;0;30;995;0;0;0
"BRA-ESP";2002;9;5;25;8655;0;0;0
"BRA-ESP";2002;9;5;30;14095;0;0;0
"BRA-ESP";2002;9;20;45;1020;841,85;259,9;0
"BRA-ESP";2002;9;25;40;3300;1940,21;333,35;0
"BRA-ESP";2002;9;25;45;13980;13130,6;2585,44;46,33
"BRA-ESP";2002;9;30;45;900;774,05;107,35;33,9
"BRA-ESP";2002;10;5;20;3840;226;0;0
"BRA-ESP";2002;10;5;25;31373;971,8;0;0
"BRA-ESP";2002;10;5;30;7450;0;0;0
"BRA-ESP";2002;10;10;30;19946;339;0;0
"BRA-ESP";2002;10;15;25;1040;452;0;0
"BRA-ESP";2002;10;20;30;1962;0;0;0
"BRA-ESP";2002;10;20;45;1000;1784,27;463,3;0
"BRA-ESP";2002;10;25;25;2943;0;0;0
"BRA-ESP";2002;10;25;30;2943;0;0;0
"BRA-ESP";2002;10;25;45;23200;17560,2;2432,89;0
"BRA-ESP";2002;10;30;25;3924;0;0;0
"BRA-ESP";2002;11;5;30;4812;0;0;0
"BRA-ESP";2002;11;10;30;50348;4531,3;0;0
"BRA-ESP";2002;11;15;25;6450;0;0;0
"BRA-ESP";2002;11;15;30;15648;9333,8;0;0
"BRA-ESP";2002;11;20;45;990;791;203,4;0
"BRA-ESP";2002;11;25;40;3100;701,73;42,94;45,2
"BRA-ESP";2002;11;25;45;13200;6444,39;638,45;0
"BRA-ESP";2002;12;15;20;3615;0;0;0
"BRA-ESP";2002;12;15;25;17695;0;0;0
"BRA-ESP";2002;12;15;30;42528;22148;0;0
"BRA-ESP";2002;12;20;25;43533;339;452;305,1
"BRA-ESP";2002;12;20;30;7150;2892,8;1485,95;2378,65
"BRA-ESP";2002;12;25;35;2000;135,6;16,95;0
